content,create_date_time,liked_count,comments_count,shared_count,ip_location,gender
妈妈给我带的甜瓜和西红柿还有煮的栗子，蹭的lyh她对象给她买的奶皮子和手抓饼哈哈哈（其实是今天下午骗我给她对象俩买的蜜雪冰城…然后给我买的奶皮子和饼） ,2025-03-22 20:26:00+08:00,0,0,0,山东,f
蜜雪冰城最不该把那个喝起来臭臭的绿茶下架了 ,2025-03-22 20:25:54+08:00,0,0,0,河南,f
我，想点一杯网上说的四块钱一杯有真柠檬片的柠檬水。  店员，其他地区四块，上海五块，就是菜单上的“冰鲜柠檬水”  我，好的好的，就点一杯这个，少冰少糖。 然后用了碰一碰支付，两元优惠立减，最后实际付款三元。  人生第一杯蜜雪冰城，心里默念“为了让柠檬片不隔夜，而点单” ...全文,2025-03-22 20:24:56+08:00,0,0,0,上海,f
那妳告诉我，我用AI创作的歌曲版权归谁？归AI吗？可是我已经付费使用AI了，相当于获得了使用AI创作的权限，在AI创作的基础上，我还可以继续二创，三创，四创....那你说说，我有没有这首歌的版权？其实一谈论到『版权』这两个字，无非就是在谈论『名利』。我说过，知识产权固然重要，但要用对地方 ...全文,2025-03-22 20:24:25+08:00,0,0,0,重庆,f
蜜雪冰城在我心里塌房了 ,2025-03-22 20:22:42+08:00,0,1,0,山东,m
蜜雪冰城还是一如既往的火爆 ,2025-03-22 20:21:51+08:00,0,1,0,浙江,f
幸福多少钱 超过四块钱的话我就要买蜜雪冰城了 ,2025-03-22 11:10:22+08:00,74,10,4,浙江,f
点个蜜雪冰城都要领券的一群人抵制上高珠了 ,2025-03-22 20:20:03+08:00,7,0,1,浙江,f
#315晚会# 可笑吗 蜜雪冰城被调查的时候我有多慌张 ,2025-03-22 20:19:42+08:00,0,0,0,广西,f
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,57,20,4,河南,m
蜜雪冰城(旗舰店版) ,2025-03-22 20:18:45+08:00,0,2,0,山东,f
是不是因为西江千户苗寨房租成本太高了？可是没有客流的店好多啊，店员的目光都是呆滞和死气沉沉的。而且我的想法真的能代表大家吗？虽然游客很多，但是愿意花钱去做全身精油或者泰式按摩的有多少人，大家会买杯10元的蜜雪冰城，但也许不会花二线城市的正常价格去做全身按摩。这里就要考验广告学和心理 ...全文,2025-03-22 20:18:43+08:00,0,0,0,贵州,m
你爱我，我爱你，蜜雪冰城甜蜜蜜～ ,2025-03-22 20:18:09+08:00,0,0,0,浙江,f
一个偏远的商场，蜜雪冰城五个人都搞不赢 等十分钟了 ,2025-03-22 20:16:24+08:00,0,0,0,重庆,f
路过蜜雪冰城 消费一笔 ,2025-03-22 18:28:53+08:00,52,15,0,浙江,f
央视315晚会每年只有一次，却将宝贵的打假资源消耗在不痛不痒的蜜雪冰城身上，而不去关注更能震撼灵魂的食品安全问题。于是，全国大中小城市的蜜雪冰城们，店里人群仍然络绎不绝，对选择性打假发出了无声的抗议。权威又一次沦陷。#德叔说# ,2025-03-22 20:15:39+08:00,7,4,1,广东,m
最近这几天，天气都很好～ 今天出门买个椰子喝，最近超爱喝椰子！！ 傍晚时又骑车出去溜达一圈，去蜜雪冰城买了个喝的，又一口气炫完了 晚上去朋友家蹭饭！昨天就把菜单点好了！！ 我说好吃泡椒牛蛙和醉大号罗氏虾 好吃！！真的好吃！ 两大盘牛蛙，还说留一盘给我打包走，我说 ...全文,2025-03-22 20:14:51+08:00,0,0,0,上海,f
中！喝蜜雪冰城去 ,2025-03-22 20:14:42+08:00,7,3,0,福建,m
必须支持一下隔夜柠檬了#蜜雪冰城# ,2025-03-22 20:14:20+08:00,4,3,0,安徽,m
为什么pen给蜜雪冰城主题曲编舞了啊啊啊啊啊啊 ,2025-03-22 20:13:48+08:00,0,0,0,广东,f
荣耀茶话会  蜜雪冰城绿豆和葡萄的冰激凌好好吃，尤其是绿豆的和绿色心情味道好像 ,2025-03-22 20:12:25+08:00,1,11,0,山东,f
发布了头条文章：《“因祸得福”的蜜雪冰城》#蜜雪冰城##315名单##思想者互动#  “因祸得福”的蜜雪冰城 ,2025-03-22 13:40:11+08:00,41,120,2,江苏,m
王源 wy联合国儿童基金会wy王源18岁成人礼  周末愉快哥哥我想你了我今天喝了蜜雪冰城睋 @TFBOYS-王源 ,2025-03-22 20:10:53+08:00,0,0,0,四川,f
王源 wy联合国儿童基金会wy王源18岁成人礼  周末愉快哥哥我想你了我今天喝了蜜雪冰城睋 @TFBOYS-王源 ,2025-03-22 20:10:53+08:00,0,0,0,四川,f
我不要成为谁生命中的一点点，我要成为蜜雪冰城#帅哥# 玻捱的微博视频 ,2025-03-22 20:10:39+08:00,0,0,0,辽宁,f
蜜雪冰城香芋冰淇淋怎么这么好吃啊 ,2025-03-22 20:09:48+08:00,1,0,0,浙江,f
蜜雪冰城咖啡真便宜啊，值回本的快乐， ,2025-03-22 20:09:25+08:00,0,0,0,重庆,m
蜜雪冰城用隔夜柠檬，依然被原谅和喜爱。就是因为足够便宜。这就是你为啥没被开除的原因，也是大部分人的核心竞争力，不管职场还是感情，你只有够便宜，才有竞争力。 ,2025-03-22 20:09:08+08:00,11,0,5,广东,m
#蜜雪冰城为什么会被共情#啥也不说了，点一杯支持下！顺便说一句，过去雪王是没有无糖选项的，现在很多都有了。主打一个接地气，听劝！ ,2025-03-21 22:38:27+08:00,16,0,1,浙江,f
好天气赶紧出去溜娃～遛自己～ 今天喝了不好喝的手冲～ 吃了好吃的日料～ 还吃了一个让我堵奶的烧饼包油条 蜜雪冰城的香芋冰淇淋真的好好吃！ ,2025-03-22 20:08:24+08:00,1,0,0,浙江,f
接到一个女生的电话，竟然是外卖小哥把我的外卖和她的送反了还好蜜雪冰城放的冰块多，换回来的时候冰淇淋还好好的。 把奥利奥碎和珍珠小料混合了，黑乎乎的一坨挺好吃的 ,2025-03-22 20:07:19+08:00,1,4,0,北京,f
带着我的蜜雪冰城进城了 上海·东华大学 ,2025-03-22 20:06:55+08:00,1,3,0,江苏,f
再蜜雪冰城一点吧 再香芋脆皮圣代一点吧 ,2025-03-22 20:06:23+08:00,10,17,0,辽宁,f
蜜雪冰城用隔夜柠檬，依然被原谅和喜爱。就是因为足够便宜。这就是你为啥没被开除的原因，也是大部分人的核心竞争力，不管职场还是感情，你只有够便宜，才有竞争力。 ,2025-03-22 20:09:08+08:00,11,0,5,广东,m
#蜜雪冰城为什么会被共情#啥也不说了，点一杯支持下！顺便说一句，过去雪王是没有无糖选项的，现在很多都有了。主打一个接地气，听劝！ ,2025-03-21 22:38:27+08:00,16,0,1,浙江,f
好天气赶紧出去溜娃～遛自己～ 今天喝了不好喝的手冲～ 吃了好吃的日料～ 还吃了一个让我堵奶的烧饼包油条 蜜雪冰城的香芋冰淇淋真的好好吃！ ,2025-03-22 20:08:24+08:00,1,0,0,浙江,f
p1:打麻将可真太快乐了 连胡好多把 在雍和宫许的暴富调剂到麻将桌上了 p2:烤鱼一般 薯条和凉菜好吃😋 p3:心情不好突然很想吃甜的 p4:被朋友安利了蜜雪冰城新出的圣代 好吃！ p5:这是我的黑胶相纸number 1 p6:学校门口的饭馆 还可以 除了不喜欢吃生的 p7&amp;p8:南山街Citywalk 下午茶☕️ p9:目前是 ...全文,2025-03-22 20:04:34+08:00,0,0,0,辽宁,f
经营蜜雪冰城的蜜雪集团公开招股书里有些比较有意思的数据想和大家分享一下。  2024年前3季度，蜜雪冰城营业收入187亿元，毛利60亿（毛利率32.4%），净利润高达35亿元。  现金流方面，2024年前3季度经营活动所得现金流量净额是51亿元，同时账上还拥有接近60亿的现金和现金等价物。  门店方面，平均单店 ...全文,2025-03-19 19:50:42+08:00,1557,37,107,中国香港,m
就是说呜呜给我相信的底气啊 他一直以来从始至终都做的很好啊 他就是很有分寸感的乖小孩  现已经开蜜雪冰城了 ,2025-03-22 14:57:49+08:00,109,20,0,福建,f
中国已经很久没有这样的邪教了 ,2025-03-17 22:47:03+08:00,16692,1239,167,上海,m
Giselle#GISELLE SENKA全球品牌代言人##GISELLE killing part创造者##GISELLE唯一主rapper#我被新鲜出炉的梨酱辣的痛哭流涕捶胸顿挫爆哭如雷眼泪从嘴角流下来连多冰的蜜雪冰城柠檬水都无法缓解我内心想要嫁给𝐆𝐈𝐒𝐄𝐋𝐋𝐄的燥热冲动🔥🔥㊙️🆘‼️ ,2025-03-22 19:46:06+08:00,1,0,0,福建,f
【#蜜雪冰城加盟店老板猥亵女员工被行拘3日#，总部称在协调】3月22日，河南郑州。蜜雪冰城员工张女士向媒体报料称，蜜雪冰城(郑州永威书香庭店)老板朱某喊自己去仓库盘点，去了之后却遭到老板猥亵，遭到他强行拉扯搂抱，当时很害怕，然后就挣脱跑出来，随后立刻报警。警方随后介入立案调查。#蜜雪冰城# ...全文,2025-03-22 19:34:12+08:00,0,0,0,,m
【#蜜雪冰城女店员遭男老板猥亵# 警方立案调查男老板被行拘三日】#蜜雪加盟店老板猥亵女员工被行拘# 3月22日，河南郑州。蜜雪冰城员工张女士向《正在新闻》报料称，蜜雪冰城(郑州永威书香庭店)老板朱某喊自己去仓库盘点，去了之后却遭到老板猥亵，他强行拉扯搂抱我，当时害怕极了，然后就挣脱跑出来， ...全文,2025-03-22 19:30:02+08:00,2,1,1,北京,m
蜜雪冰城做得很好… 但其他怎么没… ,2025-03-21 23:09:31+08:00,5860,237,112,北京,f
蜜雪冰城改成24小时营业，315之后就有护短学生提出这个建议，没想到蜜雪冰城真采纳，现在没有隔夜柠檬了，只有熬夜的柠檬。  #蜜雪冰城被曝黑料网友凭啥护短##蜜雪冰城改24小时营业# ,2025-03-18 16:19:38+08:00,1383,57,27,湖北,m
蜜雪冰城这个香芋糯米脆皮圣代好好吃 ,2025-03-22 14:43:20+08:00,109,41,2,辽宁,f
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,59,20,4,河南,m
#蜜雪冰城兼职三天喝了两杯奶茶被辞退了# 无论你们怎么麦通稿黑雪王，他都不会塌房，有群众基础在，315到现在这么久了，用315的名恶意抹黑雪王，315没提过半点，你们什么算盘不用说了吧。蜜雪冰城 萌萌哒红色小象的微博视频 ,2025-03-22 10:35:39+08:00,81,17,0,安徽,f
蜜雪冰城门店8代设计 ,2025-03-22 12:00:00+08:00,13,0,2,黑龙江,m
发布了头条文章：《“因祸得福”的蜜雪冰城》#蜜雪冰城##315名单##思想者互动#  “因祸得福”的蜜雪冰城 ,2025-03-22 13:40:11+08:00,41,123,2,江苏,m
谁还没吃过蜜雪冰城超大的抹茶冰淇淋…让你好朋友买给你吃 春春怎么啦的微博视频 ,2025-03-22 12:00:07+08:00,66,35,0,辽宁,f
你们说， 蜜雪冰城被媒体咬住不放， 会不会是因为…… ,2025-03-22 07:20:51+08:00,1741,97,410,上海,m
路过蜜雪冰城 消费一笔 ,2025-03-22 18:28:53+08:00,53,15,0,浙江,f
为什么上海开不起来蜜雪冰城 ,2025-03-21 22:40:52+08:00,26,39,0,广东,f
哈！张雪峰的金身又添一分！我妈刚喊我不要喝蜜雪冰城了，不好？我说咋不好？说315晚会都演了，不好。我说咋不好啊？就是不好！反复好几次，我妈生气了，说人家都说不好，你听着就是了，还问咋不好？对啊！媒体们多强啊，315晚会上蜜雪冰城的字都没有，就是连着造势，不知道的人都信，说雪王不好，可雪 ...全文,2025-03-22 21:08:37+08:00,0,0,0,山东,f
#蜜雪冰城山楂莓莓#踩雷，便宜但难喝 ,2025-03-22 21:08:35+08:00,0,0,0,上海,f
今晚庄寒雁真的好给力，真想带大家揭竿而起了呀，她拿着那个烛台的样子，还真的很像蜜雪冰城 ,2025-03-22 20:33:30+08:00,247,22,4,福建,f
•今天又跟dream吃甜筒 去买的时候店员说香草的好硬挖不动，叫我们要不去隔壁蜜雪冰城买吧 •很久没喝可乐了 决定放弃抵抗 •陶艺课 第一次觉得自己小有天赋型选手 •别人陶泥斯斯文文一小块 我们简单粗暴粗鲁的二十斤 ,2025-03-22 21:08:06+08:00,0,0,0,广东,f
蜜雪，好！@金规泙 ,2025-03-22 21:07:28+08:00,0,0,0,福建,m
我有一杯喝了一半的蜜雪冰城在班里，我现在要回班去拿了 ,2025-03-22 21:07:21+08:00,0,0,0,河南,f
很明显，那些疯狂撕咬的，就是冲着这个去的呗，要不然就🍋隔夜，至于么,2025-03-22 20:19:39+08:00,474,53,115,北京,m
工资一降再降… 消费水平也一降再降… 之前说睫毛膏从几百用到几十 现在 饮料从蜜雪冰城都换成吕小哥了…  工资再降一降 饮料不喝了 妆也不化了 不消费了 消费不起了   我：“这个月钱花的太极限了…” 妈：“没到月底钱不够花了？” ,2025-03-22 21:04:04+08:00,0,0,0,河南,f
不要不开心了 等我有钱了把账还完了 熬过这阵子了 没压力了 手上有存款了 就给你买杯蜜雪冰城的柠檬水  ,2025-03-22 15:04:34+08:00,15,15,0,广东,m
我靠我真的爱上这个星巴克了，买星巴克总会不自觉地套上其他品牌的杯套，因为害怕我的购买频率让身边的人自卑进而产生距离感。低调一直是我们家的家训，我也十分讨厌让别人产生不适的情绪，所以一直用蜜雪冰城和瑞幸示人。直到有一天同学请大家喝星巴克，其他人都支支吾吾半天不知道该点什么，等到了我 ...全文,2025-03-22 21:00:37+08:00,2,0,0,江苏,f
live~ life~ 爸爸削的猕猴桃 翘边的头发 好吃的鱼粉 一个人三杯的蜜雪冰城爽 夕阳下的爸爸妈妈 妈妈的草莓蛋糕 超级好看的生日礼物包包和耳钉(已想好怎么搭配版  酒店放的金榜题名祝福(真有心喜欢！ 秀美甲(其实是不舍得洗脸妆太好看想自拍 好吃的淀粉肠学校门口的既加辣椒酱又加番茄酱的最好吃！ 我的 ...全文,2025-03-22 20:57:23+08:00,0,0,0,江西,f
胖猫事件避雷了茶百道 春节英文滑跪外网我又壁垒了霸王茶姬 现在深得朕心的只有雪王雪贵妃了 ,2025-03-22 18:14:38+08:00,11,2,0,黑龙江,f
感觉被这个世界绑架了 水溶C为什么要五块钱一瓶 我为什么不去买蜜雪冰城 ,2025-03-22 20:56:13+08:00,0,0,0,湖北,f
周末了，话说你们觉得现在的工作咋样？ 评论抽2个粉丝喝蜜雪冰城~ 大家都好好休息休息吧~ ,2025-03-21 22:50:06+08:00,68,125,8,上海,m
蜜雪冰城凭什么上了香芋味雪糕就没有原味了 气死我了还我原味 ,2025-03-22 20:54:48+08:00,1,2,0,广东,m
果然有瑞幸的地方必有蜜雪 ,2025-03-22 20:51:57+08:00,0,4,0,江苏,f
恭喜这几位中了蜜雪冰城的朋友 ,2025-03-22 20:50:51+08:00,17,8,0,福建,f
我也是终于吃上了蜜雪冰城这个紫色甜筒尊嘟超好吃 ,2025-03-22 20:48:37+08:00,1,4,0,甘肃,m
恭喜这几位中了蜜雪冰城的朋友 ,2025-03-22 20:50:51+08:00,17,8,0,福建,f
我也是终于吃上了蜜雪冰城这个紫色甜筒尊嘟超好吃 ,2025-03-22 20:48:37+08:00,1,4,0,甘肃,m
一下午拍的密密麻麻密密麻麻，回去慢慢选 路口全是格格还有格格骑自行车🚲 没啥合影还衣服前恰一张 蜜雪冰城人多的要打起来了 铜锅好吃！ ,2025-03-22 20:48:25+08:00,0,0,0,北京,f
你爱我我爱你蜜雪冰城甜蜜蜜ʕっ•ᴥ•ʔつ🍯🍯🍯 南通·平潮镇便民服务中心 ,2025-03-22 20:47:28+08:00,0,0,0,江苏,m
今天给我一种 我真的在努力生活的感觉 做的事，比前五天都要多 满足 明天奖励自己一杯蜜雪冰城的茉莉奶绿 ,2025-03-22 20:46:18+08:00,0,0,0,湖南,f
今天开心的三件小事 1.又培养了一个摄影搭子 2.蜜雪冰城小哥送了我一个甜筒 3.足浴的小姐姐说我的胳膊和背一看就是健身的，已经被好几个朋友和师妹说年轻了，问我是不是00后行，被夸美了 无锡·南禅寺 ,2025-03-22 20:46:03+08:00,0,0,0,江苏,f
终于不用喝蜜雪冰城了…… ,2025-03-22 20:45:43+08:00,0,1,0,湖北,m
昨天有条抽奖的微博被夹了，没法抽了。  所以，这里重新做一个抽奖博。  要求改成：①评论；②铁粉。  明晚8点开。  还是蜜雪小甜水，25杯。 ,2025-03-22 20:32:17+08:00,17,46,3,北京,m
你们说， 蜜雪冰城被媒体咬住不放， 会不会是因为…… ,2025-03-22 07:20:51+08:00,1750,97,417,上海,m
#春天是冰淇淋的季节# #蜜雪冰城香芋# 蜜雪冰城,2025-03-22 20:44:50+08:00,0,0,0,山东,f
#春天是冰淇淋的季节# #蜜雪冰城香芋# 蜜雪冰城,2025-03-22 20:44:50+08:00,0,0,0,山东,f
蜜雪冰城故意跳单是啥意思？ ,2025-03-22 20:44:25+08:00,0,1,0,浙江,m
有人硬要🈷️一下我吗 我想🈷️点人 心肝在置顶 这个入要🈷️@桃浦椰酥饼干  她也要@年年叙ayy_   带这群入兜风一下@荆烧貓少 @年年叙ayy_ @祺什么尼 @面包起司狗 @要走出小胡同@耶耶乐了 @缺点维生鼠_  @油饼就吃 @一口吞掉糯米饭  🧱抽一个蜜雪冰城香芋冰淇淋 ,2025-03-22 20:17:52+08:00,12,69,30,湖南,f
蜜雪冰城的香芋味冰淇淋和小时候吃的顶喜香芋大甜筒一个味 ,2025-03-22 20:43:54+08:00,0,0,0,山东,f
今天卖专辑挣了三十多 于是宴请自己喝了一杯抖音团购的蜜雪冰城 ,2025-03-22 20:43:20+08:00,0,0,0,山西,f
#生活手记#最近天气很好 每天下班都可以看到日落 很美 很治愈 公司旁边就是麦当劳 明明是像往常一样回家 今天却很想吃薯条 麦当劳只有薯条是好吃的 但是量也是真的小 去买薯条时候我憋着小便 但还是被路边的小花吸引 它很小 小到我仔细看之前 都没发现它长得这么可爱 今天快乐的事情有很多 （比如我被 ...全文,2025-03-22 20:43:20+08:00,0,0,0,浙江,m
蜜雪家的圣代谁不吃谁后悔我就这么说吧 ,2025-03-22 20:42:56+08:00,0,1,0,河南,f
#一天喝了四杯奶茶#  回到家就只能喝蜜雪 上街随便逛逛买了两杯 临走时回家又买了两杯 现在吃完饭躺床上左手果茶 右手奶茶🧋 蜜雪我对你这么好 你拿什么还 ,2025-03-22 20:42:54+08:00,0,1,0,安徽,f
我这杯冰鲜柠檬水为啥只有2片柠檬啊#蜜雪冰城# ,2025-03-22 20:42:38+08:00,0,0,0,江西,m
瑞幸好凄凉 还是蜜雪好 ,2025-03-22 20:41:41+08:00,0,3,0,江苏,f
蜜雪家的圣代谁不吃谁后悔我就这么说吧 ,2025-03-22 20:42:56+08:00,0,1,0,河南,f
#一天喝了四杯奶茶#  回到家就只能喝蜜雪 上街随便逛逛买了两杯 临走时回家又买了两杯 现在吃完饭躺床上左手果茶 右手奶茶🧋 蜜雪我对你这么好 你拿什么还 ,2025-03-22 20:42:54+08:00,0,1,0,安徽,f
我这杯冰鲜柠檬水为啥只有2片柠檬啊#蜜雪冰城# ,2025-03-22 20:42:38+08:00,0,0,0,江西,m
蜜雪店里人比平常多，挺好，无耻的媒体开始输了。 ,2025-03-22 20:41:35+08:00,14,1,0,北京,m
蜜雪冰城：抱歉，我有错  网友&amp;顾客：退到我身后去，我来喷死这帮孙子！ ,2025-03-21 20:01:40+08:00,5457,186,153,四川,f
一梦江湖 下午刷到有一位少侠跑了三家蜜雪冰城都没有找到香芋脆皮小圣代，一下子就被狠狠安利了！已尝试，敲好吃！适用于喜欢吃香芋味的少侠 ,2025-03-22 20:39:16+08:00,2,3,0,安徽,f
一下课就是香芋甜筒配KFC 我爱蜜雪冰城的香芋甜筒 不用上课啦 风都是甜的 养成了吃东西前先拍照 ,2025-03-22 20:38:25+08:00,0,0,0,安徽,f
刚路过楼下蜜雪冰城。我妈说装修好喜庆，像搞婚庆活动似的，坐里面像新娘👰。（这回答太出乎我的意料了，就是忘了拍一张） 哈哈哈 ,2025-03-22 20:38:24+08:00,0,0,0,陕西,f
#蜜雪冰城兼职三天喝了两杯奶茶被辞退了# 无论你们怎么麦通稿黑雪王，他都不会塌房，有群众基础在，315到现在这么久了，用315的名恶意抹黑雪王，315没提过半点，你们什么算盘不用说了吧。蜜雪冰城 萌萌哒红色小象的微博视频 ,2025-03-22 10:35:39+08:00,81,17,0,安徽,f
被cctv 315晚会安利成功了蜜雪冰城！好喝的！ ,2025-03-22 20:36:57+08:00,0,0,0,浙江,f
回国要尽快做的事： 1，看哪吒2 2，给全家人买蜜雪冰城，然后艾特北京日报。 ,2025-03-22 18:43:31+08:00,50,12,1,上海,m
315我爱你#蜜雪冰城#315晚会#315曝光名单#食品安全#苏菲发声明 娱兮娱兮奈我何的微博视频 ,2025-03-22 20:32:14+08:00,3,0,0,江苏,f
古茗的袋子，沪上阿姨的被套和小料（杯子被店员换掉了），蜜雪冰城的奶茶，哈哈哈哈哈我这拼多多的人生 ,2025-03-22 20:32:07+08:00,0,0,0,贵州,f
对不起了李哥 我睡眠不好买不了霸王茶姬 请你下次喝喜茶或者COCO 喝蜜雪冰城柠檬水也行我买得起 #李胜利现身杭州# ,2025-03-22 20:32:00+08:00,1,0,0,山东,f
没事干，想着去蜜雪冰城兼职，结果两天半的时间自己做了两杯奶茶喝，被同事打小报告了，然后就被店长找了个理由辞退了 ,2025-03-22 20:21:58+08:00,24,7,0,山东,f
没有喝过蜜雪冰城，咨询小猫。 答：当然是一分钱一分货。可是这么便宜，你还要什么自行车？ 明白。  为了跟上潮流，最近买过茉莉茶，柠檬茶。 拎着柠檬茶进会议室的时候，95后同事恐吓我：风口浪尖上了，你还喝啊！ 我：必须滴。九折，3块6。 她嘻嘻笑：味道还不错哦。#蜜雪冰城#   核 ...全文,2025-03-22 20:31:08+08:00,1,2,0,江苏,f
#蜜雪冰城# 好喝，我不是人机，我不是人机，求官方不要再把我当人机了 ,2025-03-22 20:30:47+08:00,0,0,0,山东,f
每次点蜜雪冰城的摇摇奶昔一杯都不够喝，今天我一起点了两杯，喝完有些撑。 ,2025-03-22 20:30:34+08:00,0,0,0,河北,f
跟小张讲要控制体重，默默看了一眼手机里蜜雪的订单，以前真的从来没喝过，现在是只喝蜜雪 ,2025-03-22 20:30:32+08:00,0,0,0,江西,f
上次炫了三个麦当劳甜筒 这次开了三个蜜雪冰城 ,2025-03-22 20:30:02+08:00,2,2,0,上海,f
蜜雪冰城真牛逼，从早到晚都这么多人 ,2025-03-22 20:29:37+08:00,0,0,0,河北,f
可以换一种说法，然后代入一下。比如人人都喝得起蜜雪冰城，比如人人都喝得起星巴克。按余承东的说法，就是人人喝得起星巴克。但实际呢，还有一大部分人，星巴克的价格是不符合他们的消费观的。当然，我就是他们之一，我喝速溶的。,2025-03-22 20:29:08+08:00,0,0,0,福建,m
蜜雪冰城如果你敢下架香芋脆皮圣代糯米滋版 我就骂你一辈子 ,2025-03-22 20:28:56+08:00,0,0,0,河南,f
今天的坏心情是蜜雪冰城给的 So？我有点百香果吗？我的山楂莓莓去哪儿了？我请问呢？态度不好就算了 315也没跟你计较 自提当着我的面装都能给我装错 还漏装了 ,2025-03-22 20:28:46+08:00,0,2,0,浙江,f
溜着溜着突然想喝蜜雪冰城的满杯百香果，这肥减不了一点服了 ,2025-03-22 20:26:31+08:00,0,0,0,河北,f
妈妈给我带的甜瓜和西红柿还有煮的栗子，蹭的lyh她对象给她买的奶皮子和手抓饼哈哈哈（其实是今天下午骗我给她对象俩买的蜜雪冰城…然后给我买的奶皮子和饼） ,2025-03-22 20:26:00+08:00,0,0,0,山东,f
蜜雪冰城最不该把那个喝起来臭臭的绿茶下架了 ,2025-03-22 20:25:54+08:00,0,0,0,河南,f
我，想点一杯网上说的四块钱一杯有真柠檬片的柠檬水。  店员，其他地区四块，上海五块，就是菜单上的“冰鲜柠檬水”  我，好的好的，就点一杯这个，少冰少糖。 然后用了碰一碰支付，两元优惠立减，最后实际付款三元。  人生第一杯蜜雪冰城，心里默念“为了让柠檬片不隔夜，而点单” ...全文,2025-03-22 20:24:56+08:00,0,0,0,上海,f
那妳告诉我，我用AI创作的歌曲版权归谁？归AI吗？可是我已经付费使用AI了，相当于获得了使用AI创作的权限，在AI创作的基础上，我还可以继续二创，三创，四创....那你说说，我有没有这首歌的版权？其实一谈论到『版权』这两个字，无非就是在谈论『名利』。我说过，知识产权固然重要，但要用对地方 ...全文,2025-03-22 20:24:25+08:00,0,0,0,重庆,f
那妳告诉我，我用AI创作的歌曲版权归谁？归AI吗？可是我已经付费使用AI了，相当于获得了使用AI创作的权限，在AI创作的基础上，我还可以继续二创，三创，四创....那你说说，我有没有这首歌的版权？其实一谈论到『版权』这两个字，无非就是在谈论『名利』。我说过，知识产权固然重要，但要用对地方 ...全文,2025-03-22 20:24:25+08:00,0,0,0,重庆,f
以后可以喝蜜雪的美式，这下造价又下来了🥹 还有冰激凌还有圣代🤓 ,2025-03-22 20:23:02+08:00,0,0,0,湖南,f
蜜雪冰城在我心里塌房了 ,2025-03-22 20:22:42+08:00,0,1,0,山东,m
蜜雪冰城还是一如既往的火爆 ,2025-03-22 20:21:51+08:00,0,2,0,浙江,f
幸福多少钱 超过四块钱的话我就要买蜜雪冰城了 ,2025-03-22 11:10:22+08:00,74,10,4,浙江,f
点个蜜雪冰城都要领券的一群人抵制上高珠了 ,2025-03-22 20:20:03+08:00,8,0,1,浙江,f
#315晚会# 可笑吗 蜜雪冰城被调查的时候我有多慌张 ,2025-03-22 20:19:42+08:00,0,0,0,广西,f
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,59,20,4,河南,m
蜜雪冰城(旗舰店版) ,2025-03-22 20:18:45+08:00,0,2,0,山东,f
是不是因为西江千户苗寨房租成本太高了？可是没有客流的店好多啊，店员的目光都是呆滞和死气沉沉的。而且我的想法真的能代表大家吗？虽然游客很多，但是愿意花钱去做全身精油或者泰式按摩的有多少人，大家会买杯10元的蜜雪冰城，但也许不会花二线城市的正常价格去做全身按摩。这里就要考验广告学和心理 ...全文,2025-03-22 20:18:43+08:00,0,0,0,贵州,m
#315晚会# 可笑吗 蜜雪冰城被调查的时候我有多慌张 ,2025-03-22 20:19:42+08:00,0,0,0,广西,f
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,59,20,4,河南,m
蜜雪冰城(旗舰店版) ,2025-03-22 20:18:45+08:00,0,2,0,山东,f
是不是因为西江千户苗寨房租成本太高了？可是没有客流的店好多啊，店员的目光都是呆滞和死气沉沉的。而且我的想法真的能代表大家吗？虽然游客很多，但是愿意花钱去做全身精油或者泰式按摩的有多少人，大家会买杯10元的蜜雪冰城，但也许不会花二线城市的正常价格去做全身按摩。这里就要考验广告学和心理 ...全文,2025-03-22 20:18:43+08:00,0,0,0,贵州,m
你爱我，我爱你，蜜雪冰城甜蜜蜜～ ,2025-03-22 20:18:09+08:00,0,0,0,浙江,f
一个偏远的商场，蜜雪冰城五个人都搞不赢 等十分钟了 ,2025-03-22 20:16:24+08:00,0,0,0,重庆,f
路过蜜雪冰城 消费一笔 ,2025-03-22 18:28:53+08:00,54,15,0,浙江,f
今天是蜜雪冰城。 还有挂面和牛肉干~ ,2025-03-22 19:08:19+08:00,34,4,0,山西,f
霄云路美食节走一圈，人多的是烧烤和海鲜，还有蜜雪冰城 ,2025-03-22 20:15:58+08:00,0,0,0,北京,f
